EXP to Level:,Mortal:,Immortal:,Godly:,Being:,Common Increase,,Enemy EXP:,Tier-1:,"1,500",Tier-2:,"3,000",Tier-3:,"4,500",Boss-Tier:,"10,000",Increase:,123,246,369,"20,910"
,"28,610,750","28,611,250","28,612,250","28,613,250","84,500",,,,,,,,"84,691,107",,"4,798,917,730",,"83,394","166,788","250,182","14,176,980"
,"28,695,375","28,695,875","28,696,875","28,697,875","84,625",,,,,,,,"84,941,289",,"4,813,094,710",,"83,517","167,034","250,551","14,197,890"
,"28,780,125","28,780,625","28,781,625","28,782,625","84,750",,,,,,,,"85,191,840",,"4,827,292,600",,"83,640","167,280","250,920","14,218,800"
,"28,865,000","28,865,500","28,866,500","28,867,500","84,875",,,,,,,,"85,442,760",,"4,841,511,400",,"83,763","167,526","251,289","14,239,710"
,"28,950,000","28,950,500","28,951,500","28,952,500","85,000",,,,,,,,"85,694,049",,"4,855,751,110",,"83,886","167,772","251,658","14,260,620"
,"29,035,125","29,035,625","29,036,625","29,037,625","85,125",,,,,,,,"85,945,707",,"4,870,011,730",,"84,009","168,018","252,027","14,281,530"
,"29,120,375","29,120,875","29,121,875","29,122,875","85,250",,,,,,,,"86,197,734",,"4,884,293,260",,"84,132","168,264","252,396","14,302,440"
,"29,205,750","29,206,250","29,207,250","29,208,250","85,375",,,,,,,,"86,450,130",,"4,898,595,700",,"84,255","168,510","252,765","14,323,350"
,"29,291,250","29,291,750","29,292,750","29,293,750","85,500",,,,,,,,"86,702,895",,"4,912,919,050",,"84,378","168,756","253,134","14,344,260"
,"29,376,875","29,377,375","29,378,375","29,379,375","85,625",,,,,,,,"86,956,029",,"4,927,263,310",,"84,501","169,002","253,503","14,365,170"
,"29,462,625","29,463,125","29,464,125","29,465,125","85,750",,,,,,,,"87,209,532",,"4,941,628,480",,"84,624","169,248","253,872","14,386,080"
,"29,548,500","29,549,000","29,550,000","29,551,000","85,875",,,,,,,,"87,463,404",,"4,956,014,560",,"84,747","169,494","254,241","14,406,990"
,"29,634,500","29,635,000","29,636,000","29,637,000","86,000",,,,,,,,"87,717,645",,"4,970,421,550",,"84,870","169,740","254,610","14,427,900"
,"29,720,625","29,721,125","29,722,125","29,723,125","86,125",,,,,,,,"87,972,255",,"4,984,849,450",,"84,993","169,986","254,979","14,448,810"
,"29,806,875","29,807,375","29,808,375","29,809,375","86,250",,,,,,,,"88,227,234",,"4,999,298,260",,"85,116","170,232","255,348","14,469,720"
,"29,893,250","29,893,750","29,894,750","29,895,750","86,375",,,,,,,,"88,482,582",,"5,013,767,980",,"85,239","170,478","255,717","14,490,630"
,"29,979,750","29,980,250","29,981,250","29,982,250","86,500",,,,,,,,"88,738,299",,"5,028,258,610",,"85,362","170,724","256,086","14,511,540"
,"30,066,375","30,066,875","30,067,875","30,068,875","86,625",,,,,,,,"88,994,385",,"5,042,770,150",,"85,485","170,970","256,455","14,532,450"
,"30,153,125","30,153,625","30,154,625","30,155,625","86,750",,,,,,,,"89,250,840",,"5,057,302,600",,"85,608","171,216","256,824","14,553,360"
,"30,240,000","30,240,500","30,241,500","30,242,500","86,875",,,,,,,,"89,507,664",,"5,071,855,960",,"85,731","171,462","257,193","14,574,270"
,"30,327,000","30,327,500","30,328,500","30,329,500","87,000",,,,,,,,"89,764,857",,"5,086,430,230",,"85,854","171,708","257,562","14,595,180"
,"30,414,125","30,414,625","30,415,625","30,416,625","87,125",,,,,,,,"90,022,419",,"5,101,025,410",,"85,977","171,954","257,931","14,616,090"
,"30,501,375","30,501,875","30,502,875","30,503,875","87,250",,,,,,,,"90,280,350",,"5,115,641,500",,"86,100","172,200","258,300","14,637,000"
,"30,588,750","30,589,250","30,590,250","30,591,250","87,375",,,,,,,,"90,538,650",,"5,130,278,500",,"86,223","172,446","258,669","14,657,910"
,"30,676,250","30,676,750","30,677,750","30,678,750","87,500",,,,,,,,"90,797,319",,"5,144,936,410",,"86,346","172,692","259,038","14,678,820"
,"30,763,875","30,764,375","30,765,375","30,766,375","87,625",,,,,,,,"91,056,357",,"5,159,615,230",,"86,469","172,938","259,407","14,699,730"
,"30,851,625","30,852,125","30,853,125","30,854,125","87,750",,,,,,,,"91,315,764",,"5,174,314,960",,"86,592","173,184","259,776","14,720,640"
,"30,939,500","30,940,000","30,941,000","30,942,000","87,875",,,,,,,,"91,575,540",,"5,189,035,600",,"86,715","173,430","260,145","14,741,550"
,"31,027,500","31,028,000","31,029,000","31,030,000","88,000",,,,,,,,"91,835,685",,"5,203,777,150",,"86,838","173,676","260,514","14,762,460"
,"31,115,625","31,116,125","31,117,125","31,118,125","88,125",,,,,,,,"92,096,199",,"5,218,539,610",,"86,961","173,922","260,883","14,783,370"
,"31,203,875","31,204,375","31,205,375","31,206,375","88,250",,,,,,,,"92,357,082",,"5,233,322,980",,"87,084","174,168","261,252","14,804,280"
,"31,292,250","31,292,750","31,293,750","31,294,750","88,375",,,,,,,,"92,618,334",,"5,248,127,260",,"87,207","174,414","261,621","14,825,190"
,"31,380,750","31,381,250","31,382,250","31,383,250","88,500",,,,,,,,"92,879,955",,"5,262,952,450",,"87,330","174,660","261,990","14,846,100"
,"31,469,375","31,469,875","31,470,875","31,471,875","88,625",,,,,,,,"93,141,945",,"5,277,798,550",,"87,453","174,906","262,359","14,867,010"
,"31,558,125","31,558,625","31,559,625","31,560,625","88,750",,,,,,,,"93,404,304",,"5,292,665,560",,"87,576","175,152","262,728","14,887,920"
,"31,647,000","31,647,500","31,648,500","31,649,500","88,875",,,,,,,,"93,667,032",,"5,307,553,480",,"87,699","175,398","263,097","14,908,830"
,"31,736,000","31,736,500","31,737,500","31,738,500","89,000",,,,,,,,"93,930,129",,"5,322,462,310",,"87,822","175,644","263,466","14,929,740"
,"31,825,125","31,825,625","31,826,625","31,827,625","89,125",,,,,,,,"94,193,595",,"5,337,392,050",,"87,945","175,890","263,835","14,950,650"
,"31,914,375","31,914,875","31,915,875","31,916,875","89,250",,,,,,,,"94,457,430",,"5,352,342,700",,"88,068","176,136","264,204","14,971,560"
,"32,003,750","32,004,250","32,005,250","32,006,250","89,375",,,,,,,,"94,721,634",,"5,367,314,260",,"88,191","176,382","264,573","14,992,470"
,"32,093,250","32,093,750","32,094,750","32,095,750","89,500",,,,,,,,"94,986,207",,"5,382,306,730",,"88,314","176,628","264,942","15,013,380"
,"32,182,875","32,183,375","32,184,375","32,185,375","89,625",,,,,,,,"95,251,149",,"5,397,320,110",,"88,437","176,874","265,311","15,034,290"
,"32,272,625","32,273,125","32,274,125","32,275,125","89,750",,,,,,,,"95,516,460",,"5,412,354,400",,"88,560","177,120","265,680","15,055,200"
,"32,362,500","32,363,000","32,364,000","32,365,000","89,875",,,,,,,,"95,782,140",,"5,427,409,600",,"88,683","177,366","266,049","15,076,110"
,"32,452,500","32,453,000","32,454,000","32,455,000","90,000",,,,,,,,"96,048,189",,"5,442,485,710",,"88,806","177,612","266,418","15,097,020"
,"32,542,625","32,543,125","32,544,125","32,545,125","90,125",,,,,,,,"96,314,607",,"5,457,582,730",,"88,929","177,858","266,787","15,117,930"
,"32,632,875","32,633,375","32,634,375","32,635,375","90,250",,,,,,,,"96,581,394",,"5,472,700,660",,"89,052","178,104","267,156","15,138,840"
,"32,723,250","32,723,750","32,724,750","32,725,750","90,375",,,,,,,,"96,848,550",,"5,487,839,500",,"89,175","178,350","267,525","15,159,750"
,"32,813,750","32,814,250","32,815,250","32,816,250","90,500",,,,,,,,"97,116,075",,"5,502,999,250",,"89,298","178,596","267,894","15,180,660"
,"32,904,375","32,904,875","32,905,875","32,906,875","90,625",,,,,,,,"97,383,969",,"5,518,179,910",,"89,421","178,842","268,263","15,201,570"
,"32,995,125","32,995,625","32,996,625","32,997,625","90,750",,,,,,,,"97,652,232",,"5,533,381,480",,"89,544","179,088","268,632","15,222,480"
,"33,086,000","33,086,500","33,087,500","33,088,500","90,875",,,,,,,,"97,920,864",,"5,548,603,960",,"89,667","179,334","269,001","15,243,390"
,"33,177,000","33,177,500","33,178,500","33,179,500","91,000",,,,,,,,"98,189,865",,"5,563,847,350",,"89,790","179,580","269,370","15,264,300"
,"33,268,125","33,268,625","33,269,625","33,270,625","91,125",,,,,,,,"98,459,235",,"5,579,111,650",,"89,913","179,826","269,739","15,285,210"
,"33,359,375","33,359,875","33,360,875","33,361,875","91,250",,,,,,,,"98,728,974",,"5,594,396,860",,"90,036","180,072","270,108","15,306,120"
,"33,450,750","33,451,250","33,452,250","33,453,250","91,375",,,,,,,,"98,999,082",,"5,609,702,980",,"90,159","180,318","270,477","15,327,030"
,"33,542,250","33,542,750","33,543,750","33,544,750","91,500",,,,,,,,"99,269,559",,"5,625,030,010",,"90,282","180,564","270,846","15,347,940"
,"33,633,875","33,634,375","33,635,375","33,636,375","91,625",,,,,,,,"99,540,405",,"5,640,377,950",,"90,405","180,810","271,215","15,368,850"
,"33,725,625","33,726,125","33,727,125","33,728,125","91,750",,,,,,,,"99,811,620",,"5,655,746,800",,"90,528","181,056","271,584","15,389,760"
,"33,817,500","33,818,000","33,819,000","33,820,000","91,875",,,,,,,,"100,083,204",,"5,671,136,560",,"90,651","181,302","271,953","15,410,670"
,"33,909,500","33,910,000","33,911,000","33,912,000","92,000",,,,,,,,"100,355,157",,"5,686,547,230",,"90,774","181,548","272,322","15,431,580"
,"34,001,625","34,002,125","34,003,125","34,004,125","92,125",,,,,,,,"100,627,479",,"5,701,978,810",,"90,897","181,794","272,691","15,452,490"
,"34,093,875","34,094,375","34,095,375","34,096,375","92,250",,,,,,,,"100,900,170",,"5,717,431,300",,"91,020","182,040","273,060","15,473,400"
,"34,186,250","34,186,750","34,187,750","34,188,750","92,375",,,,,,,,"101,173,230",,"5,732,904,700",,"91,143","182,286","273,429","15,494,310"
,"34,278,750","34,279,250","34,280,250","34,281,250","92,500",,,,,,,,"101,446,659",,"5,748,399,010",,"91,266","182,532","273,798","15,515,220"
,"34,371,375","34,371,875","34,372,875","34,373,875","92,625",,,,,,,,"101,720,457",,"5,763,914,230",,"91,389","182,778","274,167","15,536,130"
,"34,464,125","34,464,625","34,465,625","34,466,625","92,750",,,,,,,,"101,994,624",,"5,779,450,360",,"91,512","183,024","274,536","15,557,040"
,"34,557,000","34,557,500","34,558,500","34,559,500","92,875",,,,,,,,"102,269,160",,"5,795,007,400",,"91,635","183,270","274,905","15,577,950"
,"34,650,000","34,650,500","34,651,500","34,652,500","93,000",,,,,,,,"102,544,065",,"5,810,585,350",,"91,758","183,516","275,274","15,598,860"
,"34,743,125","34,743,625","34,744,625","34,745,625","93,125",,,,,,,,"102,819,339",,"5,826,184,210",,"91,881","183,762","275,643","15,619,770"
,"34,836,375","34,836,875","34,837,875","34,838,875","93,250",,,,,,,,"103,094,982",,"5,841,803,980",,"92,004","184,008","276,012","15,640,680"
,"34,929,750","34,930,250","34,931,250","34,932,250","93,375",,,,,,,,"103,370,994",,"5,857,444,660",,"92,127","184,254","276,381","15,661,590"
,"35,023,250","35,023,750","35,024,750","35,025,750","93,500",,,,,,,,"103,647,375",,"5,873,106,250",,"92,250","184,500","276,750","15,682,500"
Total:,"8,759,555,000","35,117,375","35,118,375","35,119,375","93,625",,,,,,,,"103,924,125",,"5,888,788,750",,"92,373","184,746","277,119","15,703,410"
After L1000 Boss,"-1,685,000,000","35,211,125","35,212,125","35,213,125","93,750",,,,,,,,"104,201,244",,"5,904,492,160",,"92,496","184,992","277,488","15,724,320"
After Max Available Level Boss (880),"672,393,400","35,305,000","35,306,000","35,307,000","93,875",,,,,,,,"104,478,732",,"5,920,216,480",,"92,619","185,238","277,857","15,745,230"
,,"35,399,000","35,400,000","35,401,000","94,000",,,,,,,,"104,756,589",,"5,935,961,710",,"92,742","185,484","278,226","15,766,140"
,,"35,493,125","35,494,125","35,495,125","94,125",,,,,,,,"105,034,815",,"5,951,727,850",,"92,865","185,730","278,595","15,787,050"
,,"35,587,375","35,588,375","35,589,375","94,250",,,,,,,,"105,313,410",,"5,967,514,900",,"92,988","185,976","278,964","15,807,960"
,,"35,681,750","35,682,750","35,683,750","94,375",,,,,,,,"105,592,374",,"5,983,322,860",,"93,111","186,222","279,333","15,828,870"
,,"35,776,250","35,777,250","35,778,250","94,500",,,,,,,,"105,871,707",,"5,999,151,730",,"93,234","186,468","279,702","15,849,780"
,,"35,870,875","35,871,875","35,872,875","94,625",,,,,,,,"106,151,409",,"6,015,001,510",,"93,357","186,714","280,071","15,870,690"
,,"35,965,625","35,966,625","35,967,625","94,750",,,,,,,,"106,431,480",,"6,030,872,200",,"93,480","186,960","280,440","15,891,600"
,,"36,060,500","36,061,500","36,062,500","94,875",,,,,,,,"106,711,920",,"6,046,763,800",,"93,603","187,206","280,809","15,912,510"
,,"36,155,500","36,156,500","36,157,500","95,000",,,,,,,,"106,992,729",,"6,062,676,310",,"93,726","187,452","281,178","15,933,420"
,,"36,250,625","36,251,625","36,252,625","95,125",,,,,,,,"107,273,907",,"6,078,609,730",,"93,849","187,698","281,547","15,954,330"
,,"36,345,875","36,346,875","36,347,875","95,250",,,,,,,,"107,555,454",,"6,094,564,060",,"93,972","187,944","281,916","15,975,240"
,,"36,441,250","36,442,250","36,443,250","95,375",,,,,,,,"107,837,370",,"6,110,539,300",,"94,095","188,190","282,285","15,996,150"
,,"36,536,750","36,537,750","36,538,750","95,500",,,,,,,,"108,119,655",,"6,126,535,450",,"94,218","188,436","282,654","16,017,060"
,,"36,632,375","36,633,375","36,634,375","95,625",,,,,,,,"108,402,309",,"6,142,552,510",,"94,341","188,682","283,023","16,037,970"
,,"36,728,125","36,729,125","36,730,125","95,750",,,,,,,,"108,685,332",,"6,158,590,480",,"94,464","188,928","283,392","16,058,880"
,,"36,824,000","36,825,000","36,826,000","95,875",,,,,,,,"108,968,724",,"6,174,649,360",,"94,587","189,174","283,761","16,079,790"
,,"36,920,000","36,921,000","36,922,000","96,000",,,,,,,,"109,252,485",,"6,190,729,150",,"94,710","189,420","284,130","16,100,700"
,,"37,016,125","37,017,125","37,018,125","96,125",,,,,,,,"109,536,615",,"6,206,829,850",,"94,833","189,666","284,499","16,121,610"
,,"37,112,375","37,113,375","37,114,375","96,250",,,,,,,,"109,821,114",,"6,222,951,460",,"94,956","189,912","284,868","16,142,520"
,,"37,208,750","37,209,750","37,210,750","96,375",,,,,,,,"110,105,982",,"6,239,093,980",,"95,079","190,158","285,237","16,163,430"
,,"37,305,250","37,306,250","37,307,250","96,500",,,,,,,,"110,391,219",,"6,255,257,410",,"95,202","190,404","285,606","16,184,340"
,,"37,401,875","37,402,875","37,403,875","96,625",,,,,,,,"110,676,825",,"6,271,441,750",,"95,325","190,650","285,975","16,205,250"
,,"37,498,625","37,499,625","37,500,625","96,750",,,,,,,,"110,962,800",,"6,287,647,000",,"95,448","190,896","286,344","16,226,160"
,,"37,595,500","37,596,500","37,597,500","96,875",,,,,,,,"111,249,144",,"6,303,873,160",,"95,571","191,142","286,713","16,247,070"
,,"37,692,500","37,693,500","37,694,500","97,000",,,,,,,,"111,535,857",,"6,320,120,230",,"95,694","191,388","287,082","16,267,980"
,,"37,789,625","37,790,625","37,791,625","97,125",,,,,,,,"111,822,939",,"6,336,388,210",,"95,817","191,634","287,451","16,288,890"
,,"37,886,875","37,887,875","37,888,875","97,250",,,,,,,,"112,110,390",,"6,352,677,100",,"95,940","191,880","287,820","16,309,800"
,,"37,984,250","37,985,250","37,986,250","97,375",,,,,,,,"112,398,210",,"6,368,986,900",,"96,063","192,126","288,189","16,330,710"
,,"38,081,750","38,082,750","38,083,750","97,500",,,,,,,,"112,686,399",,"6,385,317,610",,"96,186","192,372","288,558","16,351,620"
,,"38,179,375","38,180,375","38,181,375","97,625",,,,,,,,"112,974,957",,"6,401,669,230",,"96,309","192,618","288,927","16,372,530"
,,"38,277,125","38,278,125","38,279,125","97,750",,,,,,,,"113,263,884",,"6,418,041,760",,"96,432","192,864","289,296","16,393,440"
,,"38,375,000","38,376,000","38,377,000","97,875",,,,,,,,"113,553,180",,"6,434,435,200",,"96,555","193,110","289,665","16,414,350"
,,"38,473,000","38,474,000","38,475,000","98,000",,,,,,,,"113,842,845",,"6,450,849,550",,"96,678","193,356","290,034","16,435,260"
,,"38,571,125","38,572,125","38,573,125","98,125",,,,,,,,"114,132,879",,"6,467,284,810",,"96,801","193,602","290,403","16,456,170"
,,"38,669,375","38,670,375","38,671,375","98,250",,,,,,,,"114,423,282",,"6,483,740,980",,"96,924","193,848","290,772","16,477,080"
,,"38,767,750","38,768,750","38,769,750","98,375",,,,,,,,"114,714,054",,"6,500,218,060",,"97,047","194,094","291,141","16,497,990"
,,"38,866,250","38,867,250","38,868,250","98,500",,,,,,,,"115,005,195",,"6,516,716,050",,"97,170","194,340","291,510","16,518,900"
,,"38,964,875","38,965,875","38,966,875","98,625",,,,,,,,"115,296,705",,"6,533,234,950",,"97,293","194,586","291,879","16,539,810"
,,"39,063,625","39,064,625","39,065,625","98,750",,,,,,,,"115,588,584",,"6,549,774,760",,"97,416","194,832","292,248","16,560,720"
,,"39,162,500","39,163,500","39,164,500","98,875",,,,,,,,"115,880,832",,"6,566,335,480",,"97,539","195,078","292,617","16,581,630"
,,"39,261,500","39,262,500","39,263,500","99,000",,,,,,,,"116,173,449",,"6,582,917,110",,"97,662","195,324","292,986","16,602,540"
,,"39,360,625","39,361,625","39,362,625","99,125",,,,,,,,"116,466,435",,"6,599,519,650",,"97,785","195,570","293,355","16,623,450"
,,"39,459,875","39,460,875","39,461,875","99,250",,,,,,,,"116,759,790",,"6,616,143,100",,"97,908","195,816","293,724","16,644,360"
,,"39,559,250","39,560,250","39,561,250","99,375",,,,,,,,"117,053,514",,"6,632,787,460",,"98,031","196,062","294,093","16,665,270"
,,"39,658,750","39,659,750","39,660,750","99,500",,,,,,,,"117,347,607",,"6,649,452,730",,"98,154","196,308","294,462","16,686,180"
,,"39,758,375","39,759,375","39,760,375","99,625",,,,,,,,"117,642,069",,"6,666,138,910",,"98,277","196,554","294,831","16,707,090"
,,"39,858,125","39,859,125","39,860,125","99,750",,,,,,,,"117,936,900",,"6,682,846,000",,"98,400","196,800","295,200","16,728,000"
,,"10,633,092,000","39,959,000","39,960,000","99,875",,,,,,,,,,"6,699,574,000",,,,,"16,748,910"
,,"188,537,000","40,059,000","40,060,000","100,000",,,,,,,,,,"6,716,322,910",,,,,"16,769,820"
,,"2,545,930,400","40,159,125","40,160,125","100,125",,,,,,,,,,"6,733,092,730",,,,,"16,790,730"
,,,"40,259,375","40,260,375","100,250",,,,,,,,,,"6,749,883,460",,,,,"16,811,640"
,,,"40,359,750","40,360,750","100,375",,,,,,,,,,"6,766,695,100",,,,,"16,832,550"
,,,"40,460,250","40,461,250","100,500",,,,,,,,,,"6,783,527,650",,,,,"16,853,460"
,,,"40,560,875","40,561,875","100,625",,,,,,,,,,"6,800,381,110",,,,,"16,874,370"
,,,"40,661,625","40,662,625","100,750",,,,,,,,,,"6,817,255,480",,,,,"16,895,280"
,,,"40,762,500","40,763,500","100,875",,,,,,,,,,"6,834,150,760",,,,,"16,916,190"
,,,"40,863,500","40,864,500","101,000",,,,,,,,,,"6,851,066,950",,,,,"16,937,100"
,,,"40,964,625","40,965,625","101,125",,,,,,,,,,"6,868,004,050",,,,,"16,958,010"
,,,"41,065,875","41,066,875","101,250",,,,,,,,,,"6,884,962,060",,,,,"16,978,920"
,,,"41,167,250","41,168,250","101,375",,,,,,,,,,"6,901,940,980",,,,,"16,999,830"
,,,"41,268,750","41,269,750","101,500",,,,,,,,,,"6,918,940,810",,,,,"17,020,740"
,,,"41,370,375","41,371,375","101,625",,,,,,,,,,"6,935,961,550",,,,,"17,041,650"
,,,"41,472,125","41,473,125","101,750",,,,,,,,,,"6,953,003,200",,,,,"17,062,560"
,,,"41,574,000","41,575,000","101,875",,,,,,,,,,"6,970,065,760",,,,,"17,083,470"
,,,"41,676,000","41,677,000","102,000",,,,,,,,,,"6,987,149,230",,,,,"17,104,380"
,,,"41,778,125","41,779,125","102,125",,,,,,,,,,"7,004,253,610",,,,,"17,125,290"
,,,"41,880,375","41,881,375","102,250",,,,,,,,,,"7,021,378,900",,,,,"17,146,200"
,,,"41,982,750","41,983,750","102,375",,,,,,,,,,"7,038,525,100",,,,,"17,167,110"
,,,"42,085,250","42,086,250","102,500",,,,,,,,,,"7,055,692,210",,,,,"17,188,020"
,,,"42,187,875","42,188,875","102,625",,,,,,,,,,"7,072,880,230",,,,,"17,208,930"
,,,"42,290,625","42,291,625","102,750",,,,,,,,,,"7,090,089,160",,,,,"17,229,840"
,,,"42,393,500","42,394,500","102,875",,,,,,,,,,"7,107,319,000",,,,,"17,250,750"
,,,"42,496,500","42,497,500","103,000",,,,,,,,,,"7,124,569,750",,,,,"17,271,660"
,,,"42,599,625","42,600,625","103,125",,,,,,,,,,"7,141,841,410",,,,,"17,292,570"
,,,"42,702,875","42,703,875","103,250",,,,,,,,,,"7,159,133,980",,,,,"17,313,480"
,,,"42,806,250","42,807,250","103,375",,,,,,,,,,"7,176,447,460",,,,,"17,334,390"
,,,"42,909,750","42,910,750","103,500",,,,,,,,,,"7,193,781,850",,,,,"17,355,300"
,,,"43,013,375","43,014,375","103,625",,,,,,,,,,"7,211,137,150",,,,,"17,376,210"
,,,"43,117,125","43,118,125","103,750",,,,,,,,,,"7,228,513,360",,,,,"17,397,120"
,,,"43,221,000","43,222,000","103,875",,,,,,,,,,"7,245,910,480",,,,,"17,418,030"
,,,"43,325,000","43,326,000","104,000",,,,,,,,,,"7,263,328,510",,,,,"17,438,940"
,,,"43,429,125","43,430,125","104,125",,,,,,,,,,"7,280,767,450",,,,,"17,459,850"
,,,"43,533,375","43,534,375","104,250",,,,,,,,,,"7,298,227,300",,,,,"17,480,760"
,,,"43,637,750","43,638,750","104,375",,,,,,,,,,"7,315,708,060",,,,,"17,501,670"
,,,"43,742,250","43,743,250","104,500",,,,,,,,,,"7,333,209,730",,,,,"17,522,580"
,,,"43,846,875","43,847,875","104,625",,,,,,,,,,"7,350,732,310",,,,,"17,543,490"
,,,"43,951,625","43,952,625","104,750",,,,,,,,,,"7,368,275,800",,,,,"17,564,400"
,,,"44,056,500","44,057,500","104,875",,,,,,,,,,"7,385,840,200",,,,,"17,585,310"
,,,"44,161,500","44,162,500","105,000",,,,,,,,,,"7,403,425,510",,,,,"17,606,220"
,,,"44,266,625","44,267,625","105,125",,,,,,,,,,"7,421,031,730",,,,,"17,627,130"
,,,"44,371,875","44,372,875","105,250",,,,,,,,,,"7,438,658,860",,,,,"17,648,040"
,,,"44,477,250","44,478,250","105,375",,,,,,,,,,"7,456,306,900",,,,,"17,668,950"
,,,"44,582,750","44,583,750","105,500",,,,,,,,,,"7,473,975,850",,,,,"17,689,860"
,,,"44,688,375","44,689,375","105,625",,,,,,,,,,"7,491,665,710",,,,,"17,710,770"
,,,"44,794,125","44,795,125","105,750",,,,,,,,,,"7,509,376,480",,,,,"17,731,680"
,,,"44,900,000","44,901,000","105,875",,,,,,,,,,"7,527,108,160",,,,,"17,752,590"
,,,"45,006,000","45,007,000","106,000",,,,,,,,,,"7,544,860,750",,,,,"17,773,500"
,,,"45,112,125","45,113,125","106,125",,,,,,,,,,"7,562,634,250",,,,,"17,794,410"
,,,"45,218,375","45,219,375","106,250",,,,,,,,,,"7,580,428,660",,,,,"17,815,320"
,,,"45,324,750","45,325,750","106,375",,,,,,,,,,"7,598,243,980",,,,,"17,836,230"
,,,"45,431,250","45,432,250","106,500",,,,,,,,,,"7,616,080,210",,,,,"17,857,140"
,,,"45,537,875","45,538,875","106,625",,,,,,,,,,"7,633,937,350",,,,,"17,878,050"
,,,"45,644,625","45,645,625","106,750",,,,,,,,,,"7,651,815,400",,,,,"17,898,960"
,,,"45,751,500","45,752,500","106,875",,,,,,,,,,"7,669,714,360",,,,,"17,919,870"
,,,"45,858,500","45,859,500","107,000",,,,,,,,,,"7,687,634,230",,,,,"17,940,780"
,,,"45,965,625","45,966,625","107,125",,,,,,,,,,"7,705,575,010",,,,,"17,961,690"
,,,"46,072,875","46,073,875","107,250",,,,,,,,,,"7,723,536,700",,,,,"17,982,600"
,,,"46,180,250","46,181,250","107,375",,,,,,,,,,"7,741,519,300",,,,,"18,003,510"
,,,"46,287,750","46,288,750","107,500",,,,,,,,,,"7,759,522,810",,,,,"18,024,420"
,,,"46,395,375","46,396,375","107,625",,,,,,,,,,"7,777,547,230",,,,,"18,045,330"
,,,"46,503,125","46,504,125","107,750",,,,,,,,,,"7,795,592,560",,,,,"18,066,240"
,,,"46,611,000","46,612,000","107,875",,,,,,,,,,"7,813,658,800",,,,,"18,087,150"
,,,"46,719,000","46,720,000","108,000",,,,,,,,,,"7,831,745,950",,,,,"18,108,060"
,,,"46,827,125","46,828,125","108,125",,,,,,,,,,"7,849,854,010",,,,,"18,128,970"
,,,"46,935,375","46,936,375","108,250",,,,,,,,,,"7,867,982,980",,,,,"18,149,880"
,,,"47,043,750","47,044,750","108,375",,,,,,,,,,"7,886,132,860",,,,,"18,170,790"
,,,"47,152,250","47,153,250","108,500",,,,,,,,,,"7,904,303,650",,,,,"18,191,700"
,,,"47,260,875","47,261,875","108,625",,,,,,,,,,"7,922,495,350",,,,,"18,212,610"
,,,"47,369,625","47,370,625","108,750",,,,,,,,,,"7,940,707,960",,,,,"18,233,520"
,,,"47,478,500","47,479,500","108,875",,,,,,,,,,"7,958,941,480",,,,,"18,254,430"
,,,"47,587,500","47,588,500","109,000",,,,,,,,,,"7,977,195,910",,,,,"18,275,340"
,,,"47,696,625","47,697,625","109,125",,,,,,,,,,"7,995,471,250",,,,,"18,296,250"
,,,"47,805,875","47,806,875","109,250",,,,,,,,,,"8,013,767,500",,,,,"18,317,160"
,,,"47,915,250","47,916,250","109,375",,,,,,,,,,"8,032,084,660",,,,,"18,338,070"
,,,"48,024,750","48,025,750","109,500",,,,,,,,,,"8,050,422,730",,,,,"18,358,980"
,,,"48,134,375","48,135,375","109,625",,,,,,,,,,"8,068,781,710",,,,,"18,379,890"
,,,"48,244,125","48,245,125","109,750",,,,,,,,,,"8,087,161,600",,,,,"18,400,800"
,,,"48,354,000","48,355,000","109,875",,,,,,,,,,"8,105,562,400",,,,,"18,421,710"
,,,"48,464,000","48,465,000","110,000",,,,,,,,,,"8,123,984,110",,,,,"18,442,620"
,,,"48,574,125","48,575,125","110,125",,,,,,,,,,"8,142,426,730",,,,,"18,463,530"
,,,"48,684,375","48,685,375","110,250",,,,,,,,,,"8,160,890,260",,,,,"18,484,440"
,,,"48,794,750","48,795,750","110,375",,,,,,,,,,"8,179,374,700",,,,,"18,505,350"
,,,"48,905,250","48,906,250","110,500",,,,,,,,,,"8,197,880,050",,,,,"18,526,260"
,,,"49,015,875","49,016,875","110,625",,,,,,,,,,"8,216,406,310",,,,,"18,547,170"
,,,"49,126,625","49,127,625","110,750",,,,,,,,,,"8,234,953,480",,,,,"18,568,080"
,,,"49,237,500","49,238,500","110,875",,,,,,,,,,"8,253,521,560",,,,,"18,588,990"
,,,"49,348,500","49,349,500","111,000",,,,,,,,,,"8,272,110,550",,,,,"18,609,900"
,,,"49,459,625","49,460,625","111,125",,,,,,,,,,"8,290,720,450",,,,,"18,630,810"
,,,"49,570,875","49,571,875","111,250",,,,,,,,,,"8,309,351,260",,,,,"18,651,720"
,,,"49,682,250","49,683,250","111,375",,,,,,,,,,"8,328,002,980",,,,,"18,672,630"
,,,"49,793,750","49,794,750","111,500",,,,,,,,,,"8,346,675,610",,,,,"18,693,540"
,,,"49,905,375","49,906,375","111,625",,,,,,,,,,"8,365,369,150",,,,,"18,714,450"
,,,"50,017,125","50,018,125","111,750",,,,,,,,,,"8,384,083,600",,,,,"18,735,360"
,,,"50,129,000","50,130,000","111,875",,,,,,,,,,"8,402,818,960",,,,,"18,756,270"
